516348 15484 24501
Sequential (
  (0): Linear (15484 -> 2000)
  (1): ReLU ()
  (2): Linear (2000 -> 24501)
  (3): LogSoftmax ()
)
Epoch  4 Batch 470  -> Loss=0.989370, Train Acc=0.901, Dev Acc=None, Time passed: 12.20Hours
Epoch  4 Batch 480  -> Loss=0.614807, Train Acc=0.918, Dev Acc=None, Time passed: 12.26Hours
Epoch  4 Batch 490  -> Loss=0.819949, Train Acc=0.912, Dev Acc=None, Time passed: 12.31Hours
Full Dev Eval -> Epoch  4 Batch 500  -> Loss=0.683542, Train Acc=0.916, Dev Acc=0.894
Epoch  5 Batch   0  -> Loss=0.518617, Train Acc=0.928, Dev Acc=None, Time passed: 12.42Hours
Epoch  5 Batch  10  -> Loss=0.622136, Train Acc=0.901, Dev Acc=None, Time passed: 12.48Hours
Epoch  5 Batch  20  -> Loss=0.954476, Train Acc=0.910, Dev Acc=None, Time passed: 12.54Hours
Epoch  5 Batch  30  -> Loss=0.903524, Train Acc=0.914, Dev Acc=None, Time passed: 12.60Hours
Epoch  5 Batch  40  -> Loss=0.584872, Train Acc=0.926, Dev Acc=None, Time passed: 12.66Hours
Epoch  5 Batch  50  -> Loss=0.677331, Train Acc=0.903, Dev Acc=None, Time passed: 12.72Hours
Epoch  5 Batch  60  -> Loss=0.801608, Train Acc=0.912, Dev Acc=None, Time passed: 12.78Hours
Epoch  5 Batch  70  -> Loss=0.692225, Train Acc=0.920, Dev Acc=None, Time passed: 12.84Hours
Epoch  5 Batch  80  -> Loss=0.726371, Train Acc=0.900, Dev Acc=None, Time passed: 12.90Hours
Epoch  5 Batch  90  -> Loss=0.672008, Train Acc=0.917, Dev Acc=None, Time passed: 12.96Hours
Full Dev Eval -> Epoch  5 Batch 100  -> Loss=0.663907, Train Acc=0.911, Dev Acc=0.898
Epoch  5 Batch 110  -> Loss=1.595293, Train Acc=0.918, Dev Acc=None, Time passed: 13.10Hours
Epoch  5 Batch 120  -> Loss=0.957596, Train Acc=0.911, Dev Acc=None, Time passed: 13.17Hours
Epoch  5 Batch 130  -> Loss=0.751520, Train Acc=0.912, Dev Acc=None, Time passed: 13.23Hours
Epoch  5 Batch 140  -> Loss=0.607139, Train Acc=0.915, Dev Acc=None, Time passed: 13.29Hours
